Name;Phone;Email
Statek Otovice (11382);723507215;
Chalupa pod hvězdami (16336);604913356 | 604737752;
Chalupa Bílá Desná (6668);+420721461154;
Chata Monika (7942);724847453;
Statek Vilémov (13816);603862219 | 732590703;
Chata U Zlomené lyže (3998);603383938;
Chalupa k pronájmu (9737);724971613;
Ubytování u Marelových (18180);737681811 | 602494024;
Chalupa k pronájmu (7905);732423432;
Chata u Kuchařů (13660);739626324;
Chalupa k pronájmu (7594);608120102;
Bouda Karlovka (9446);799200020;
Rybářská chata č.3 (13092);775973209 | 723708296;
Chata Lušová (19520);732240186;
Roubenka u Andělů - Bajerov (10706);777113670;
Chalupa Končiny (1013);732368037;
Chalupa k pronájmu (12152);731178940;
Mobilheim Vyhlídka (5673);774317574;
Chalupa U Potoka (1843);737118065;
Chata Hejlov (1642);723630092;
Chalupa Berta (17194);724500107;
Chalupa Rejvíz (2875);+420724192661;
Chata Zuzana (9735);608605770;
Srub U hrádečku (11072);+420775688553;
Pronájem chalupy (9849);603951383 | 775872302;
Chalupa k pronájmu (4853);728956097;
Levandulová chalupa (1749);727954363;
Chalupa Skala (1754);420604748835;
Roubenka Strmá (12520);605105337 | 733308310;
Ubytování nad sklepem (15549);607612582;
Chata U Jindry (6320);;
Chalupa Bezník (8780);702602639;
Sunrise Tiny House (18487);+420607008569;
Chalupa na konci ulice (19530);;
Chalupa Harmonie na Šestnáctce (14862);+420603965266;
Chalupa Sluníčko (17857);728016321;
Chalupa Modré Nebe (8602);737268330;
Chalupa U Myslivce (18236);604537008;
Ubytování Procházka (3533);776739397;
Chalupa Anna (4386);775979156;
Maringotka na kraji rybníka (18427);732917369;
Chalupa U skřítka (7914);774140192;
Chaloupka Florentýna (13511);737336649;
Glamping Lednice Tiny House (21160);+420723301902 | +420606676496;
Medová chaloupka (2255);606544859;
Chalupa Morava (13178);+420737716982 | +420737459008;
Tiny House (18412);777565262;
Srub El Paso (6585);777109099;
Chata Rabyně Slapy (18684);603463958;
Chaloupka Pod Hafandou (3230);721631675 | 722645454;
Chata Mila - ideální dovolená pro rodiny s dětmi (9992);+420722291161;
Chalupa Vranča (6423);+420603390086 | +420731036601;
Vila Adalbert (10112);607705844;
Lesanka (18581);777226501;
Vinný sklep (4688);724761065;
Chalupa u potoka (10365);607110733;
Rekreační dům Hemingway (16849);602768375 | 775202506;
Roubenka Sladká Díra (11320);;
Chaty Lipno (107);777659483;
Usedlost Laura (14900);775681712 | 736235559;
Chata Karosa (21814);725863694;
Chata u Králíků (21869);776299300;
Chalupa u Vyšanských (6126);777876801;
Rekreační dům JOKY (19062);777100891;
Pronájem chalupy (2568);702662076;
Roubenka (7460);604241891;
Chata Emilka (7476);725749979;
Chata u stříbrného smrku (12674);736287209 | 777146672;
Chata Iva (2870);605536685;
Apartmány Na paloučku (7210);774221466 | 737161702;
Pronájem chaty Máchovo jezero (7794);728515900;
Chalupa Anička (8998);774704444;
Chalupa u Třeboně (8127);774402572 | 602447864;
Ubytování U Kozího vršku (7648);721783729;
Chalupa pod Humprechtem (1963);774027078;
Ubytovaní U Fary (12393);+420775591391 | +420774722628;
Camping Rožnov - Bungalovy (19125);731504073;
Apartmány Stará Voda (13718);603463735;
Chata v zátoce (4177);607589116;
Chata Slunečná (4601);777210471;
Roubenka pod Zvonařkou (21603);733715808;
Rekreační dům S4 Áčko (21234);+420608601544 | +420605984578;
Chalupa k pronájmu (3443);606214246;
Pronájem chaty (444);777242230;
Chata Helena (9368);602511119 | 731518045;
Roubenka Helenka (15387);605217469 | 603865595;
Statek Mladějov (19962);608155009 | 728300971;
Chata U Kročáků (1251);604546417;
Ubytování Omega (4450);730641973;
Tomova Bouda (21734);773551367;
Táborový komplex (18099);605271590 | 605271580;
Kouzelná chaloupka (666);724183481 | 732836568;
Chata Josef (2452);603100390;
Villa 603 (8421);608418383 | 608852531;
Rybízkova búda (19345);777666120 | 773666120;
Kousek klidu pod Skálou (3168);774228658;
Vila Henrieta – soukromá vila s bazénem a výhledem Pálava (13642);608550307 | 605371832;
Chaloupka za třetí přehradou (509);602273941;
Holiday Home (21613);+421918109087;
Chaloupka u muzea (14468);721931335;
Chata U slepé kočky (18559);+420608060058 | +420704079099;
Chata u Huberta s finskou saunou (9636);608241003;
Romantická chalupa v podhradí hradu Chlum (13799);602603444 | 725514373;
Skalní domek (7053);+420604702751;
Haškův dvůr (14410);737375626 | 602187930;
Pronájem chalupy (1649);603264506;
Chata Nechata (12768);775146651 | 608874832;
Mobilheim Viktorie (3061);777590015;
Privat Iva Smokovec (21288);+421911905399;
Rekreační chalupa Santov (7583);777881883;
Roubenka Amálka (3563);775246549;
Chata u Kačáku (14840);+420603367923;
Chata Kuča (6562);603996074 | 731528124;
Chalupa Svatební Dar (7172);603145767;
Green Resort Slapy 13 (19585);;
Vila (12350);602502856;
Roubenka Rozárka (10606);739655744 | 739002538;
Chalupa k pronájmu (9885);602100092 | 606329737;
Wellness chalupa v údolí Housenec (9485);724870222 | 702070071;
Chata-Hermann, Jeseníky (15496);;
Chata s vířivkou (7470);777907087;
Apartmány Nová Tyršova (13479);737179923;
Ubytování ADR100 (10322);608480700 | 777307997;
Chalupa na Horce (11811);737701644;
Chaty Pod Knížecí (9366);605302040 | 731720814;
Chalupa u Ludana (12510);733321582 | 777335008;
Chata u Čáslavického rybníka A (3545);777848489 | 604744558;
Chalupa Radovanka (733);608730337;
Chaloupka Borůvka (16740);+420777086716;
Sklep Fojtík (1801);777945089;
Chalupa v Oblacích (15256);+420737799696;
Chata Beska (10747);+420608309602;
Vinný sklep Eda and Eda (2581);739328662 | 725883383;
Vila Sára (663);603262808;
Chalupa Zábrodíčko (4533);728720528;
Chata na konci světa (11016);605264300;
Chata Jindřiška (19271);733521538 | 774838361;
Chata u rybníka Dvořiště (11475);776375500;
Traperský srub v lese (18150);730967438;
Apartmány Stříbřec 146 (21175);704205149 | 776777769;
Chata Bělá (21822);739673366;
Energo chalupa Veselka (5953);777007758;
Chalupa Dolánky (6224);603479104;
Chalupa Pod Dubem (10932);+420737459507;
Chalupa u Prokůpka (3920);777591113 | 608974600;
Srub Rebel (18130);775346707;
Chata Ruměnka (3491);774432000;
Sklípek Pohoda (18306);721831779;
Chata k pronájmu (7475);724189909;
Chata Chalet Horní Orlice (8496);603253944 | 605987480;
Chalupa u Oscara - Nová Ves (438);731126066 | 603426678;
Chalupa Bohunka (19677);702060062 | 601353684;
Chalupa Elba (5484);737854961;
Na Zátoni (19790);606024234;
Vila Věra (11585);734878670;
Roubenka pod Sedlem (15279);776855299;
Holiday House Malá Skála (4028);732614059 | 604269973;
Pronájem chaty (8278);777906561;
Chata Marion (8587);+420554721170;
Chalupa U lípy (6376);733641495;
Chata Nad pasekami (17434);+420728454315;
Rekreace přehrada Hracholusky (12760);739908971 | 604512504;
Roubenka s bazénem (5749);;
Chalupa Vsemilka (4984);723710553;
Bouda 66 (15162);777628308 | 777628311;
Prázdninový dům (19034);724578801;
Chalupa Lojka (6404);602154960;
Lipno-chalupa (9488);604632512 | 702087922;
Chalupa na Vysočině (5047);777781155 | 777781177;
Ubytování pod rozhlednou (1247);608088969 | 777017304;
Roubenka pod skálou (10025);+420774363393;
Horská chata Hamry (9986);723953055 | 720466945;
Ubytování u Tkadleců (1099);606854462 | 720116605;
Drevenica Poniklec (12906);+421903654155;
Apartmány Babyhouse (7207);+420702201060;
Orálkova chata (1341);724340125;
Chalupa U Stázinky (1351);602402099;
Chalupa k pronájmu (261);608878915;
Chalupa Eliščina (10745);777818151;
Deer Mountain (10462);+420775088131;
Chatka u Rozkoše (2834);737572372;
Hrníčková chaloupka (10524);777296554;
Chalupa Ořešák (16994);608859625;
Chalupa Kovárna (4900);732841558;
Pronájem chaty (7488);777787035;
Chata Líza (565);608624369;
Jizerskohorská chalupa (11513);602872445;
Wellness chata Kozička (21096);605075039;
Chata Holiday (18105);603242942 | 733327427;
Pronájem chaty (6008);604288097;
Rybářská chata č.1 (12127);775973209 | 723708296;
Palava Holiday House (15993);777815310;
Chalupa Simia (12738);+420736209204;
Srub Pohodář (17947);;
Mobilní dům Marbella kemp Výr (3480);728362156;
Mlýn Květov (4951);602447251;
Chata "U Elka" (18510);725234613;
Chalupa Lampr (10183);603820654;
Pronájem chalupy (3838);736533266;
Vinný sklipek (5316);774951341;
Chata Vrchlice (6928);777772349;
Roubenka Chocholka (15663);774800410 | 775267368;
Chata Hluchavka III (14195);+420739373555 | +420603482452;
Villa 13 (9064);734253455;
Chata k pronájmu (8808);724289129;
Chatka in Roztiezi (19308);776706215;
Wellness chata Kouty (17927);737901913;
Horská chata (909);777784300;
Chata Tymián (1106);+420737166908;
Chata Helena u vody - pro rodiny a rybáře (10136);731428478 | 608905880;
Chata Slunečná (14710);603446420;
Villa La Pálava (5979);608147635;
Chalupa u Hejsků (5998);720964543 | 773085578;
Chalupa Podještědka (8474);723838086;
Horní chalupa (4353);+420702053256 | +420606743800;
Hagridův domek (544);739311338;
Roubenka Adlerka (17219);+420776188618;
RELAX Slibovice (19881);603814886;
Roubenka-Krkonoše-Čechovi (2146);588188851 | 721780725;
Ubytování U Radešínka (7741);723065763 | 774584080;
Chata Pod Mlýnským kopcem (17954);724328711;
Chalupa Postřekovo (6997);724369132;
Chalupa na Vysočině (1650);720695496 | 728511027;
Pěkný domek v Zaječí (22090);777173680;
Chaloupka na konci světa (13944);771180140 | 605852932;
Vinný sklep Vinařství Pekárek (15319);602744949 | 606467525;
Chata Martin (14531);608254911;
Pronájem chalupy (814);792241340;
Chata u řeky (4993);605254266;
Chalupa ROCKytnice (2981);774201349;
Chata Hájovna (4958);731101276;
Chalupa Bílá stopa (13730);+420777051280;
Maringotka u Jizery (19389);602148888;
Chata Mazurka (3039);602836432 | 777860489;
Chalupa Modřínka (16430);+420731531340 | +420737320815;
Hospůdka U Trakaře (18941);606378796 | 602553377;
Pod rozhlednou (8607);603570471 | 603570519;
Chalupa Lesy (19183);724900226;
Chata Luxuska (3612);736606793;
Chalupa v Kruhu (15361);608264027;
Vila Karolína (4320);606190021;
Domeček Lyžáku (13619);602722849 | 773522000;
Roubenka Losiny (8454);774373557;
Chata u lesa (15171);773228863;
Pronájem chaty (519);728866757 | 721289041;
Chalupa Modřín (2729);603463768;
Chalupa v CHKO Bílé Karpaty (1869);605449620;
Chalupa pod Šerákem (4444);775600011 | 777741454;
Wellness Chata Sýkorka u Českého Krumlova (9871);606489658 | 606852522;
Chalupa Císařský (10192);773232323;
Glampidol (5238);+420736246038 | +420603172536;
Roubenka Ondřejovice (15888);773362016 | 778774866;
Chalupa k pronájmu (3320);602340326 | 724155287;
Chalupa k pronájmu (9091);737132412;
Chalupa k pronájmu (13250);605407010 | 776375325;
Chata Markéta (1373);604988865;
Chaty nad Koupalištěm (2557);603179385 | 776662866;
Chata k pronájmu (15749);+420724420419;
Chata k pronájmu (1290);604225853;
Chata k pronájmu (4726);608236216;
Růžičkův dvůr (14984);724448674 | 724448673;
Soukromí pod skalami (18079);724193835;
Chata Karamelka (9662);723916014;
Chalupa k pronájmu (1172);+420602124116;
Chata U Kuby (19682);778038100;
Školní chata Velký Osek (7394);+420607959342;
Chaty Skipark (7556);776564575;
Chalupa k pronájmu (1823);605432458;
Apalucha Šléglov (7550);737680682;
Chalupa u koupaliště (6209);725246510;
Chata Svinčice (7668);+420602173073 | 777009999;
U Šikolek (18742);776584205 | 723294390;
Chata u Ledče nad Sázavou (10326);777600447;
Chalupa Benecko - M.86 (7278);720189061;
Chalupa na Kovárně (4141);;
Chalupa U drzého srnce (10851);777734327;
ChalupaPA (2395);+420728687876;
Casita Colombia - Glamping Brdy (11684);705958942;
Chalupa Vlasta (18026);720250391;
Penzion Beruška (8617);603575770;
Chalupa Albert (15071);725581708 | 606702775;
Ubytování Dobromysl (14868);+420778499350;
Chata Dalenka (21490);777847095 | 776341933;
Chata Jakubovice (14075);+420732606329 | +420734652501;
Chata na vyhlídce (5604);603185841;
U Lásků (5896);702297107;
Chalupa k pronájmu (9946);+420721103350 | +420731016740;
Chalupa na statku u Flajšmanů (437);774622999 | 774622563;
Chata Ohře (17703);777191222;
Chalupa Frenštát pod Radhoštěm (2063);603838304 | 603885569;
Chata na vrcholu Boreckých skal (10433);+420603732600 | +420739318275;
Thistle cottage (12960);736204339;
Chalupa Aloisie (17834);603902348 | 737836293;
Chalupa Sedmidvory (6364);777840757;
Sklípek na Větřáku (4577);721831779 | 724531746;
Chata Makronka (17028);732958228;
Chalupa k pronájmu (5747);776655721 | 724839291;
Chata HANA (6414);608833321;
Apartmány SRUB Zátiší (11818);602249446;
Letní mobilní dům (8211);605306794;
Chalupa U Adélky na Skalce (12058);602113830;
Svemico 38 (21616);+420722200019 | +31640279093;
Rekreační domek Pod Lipou (2175);777648752;
Ubytování U Růženky (4817);739303538 | 736625798;
Chata Terezka (14146);723269635;
Chalupa Roubenka (8247);731504419;
Chalupa Pod Hatí 767 (19112);724676246 | 724583958;
Srub Sněženka (1520);723119262;
Penzion Pohlednička (16755);777440300;
Chalupa U Blahutů (1937);608650111;
Vila 1921 (3470);775663711;
Chatička na Lipce (14933);774849940;
Horská Chata Pekařov (4769);602805634 | 602563715;
Ubytování Pod Zubřím (16730);+420602483811;
Dům u lázní Federer (9156);606507504;
Roubenka V IHLIČÍ (9890);+421907456374 | +421524422129;
Ubytování Na Lhotech (19918);604603476;
Domeček u Marušky a Pepíka (19124);603180269;
Sklep U Kubců (5318);731484710 | 774253955;
Bungalov (16063);+420725109971;
Chalupa u řeky Otavy (8181);730730730;
Chalupa Až po uši - u nás si to zamilujete! (5068);728850312;
Chalupa Nebeská vyhlídka (16266);739459530;
Spaní Peklo (18350);602239390;
Chata Pod vrškem (6805);604673313 | 603955275;
Vintage pension Schneider (13149);420776594288;
Chalupa na Vojtíškově (6696);+420608222930;
Maringotka Máňa (21478);605269255;
Chalupa u Karlštejna na Vysočině (10399);777171120;
Casa Karlov (17469);+420702020362 | +420775333929;
Srub Daniel (12697);602710124 | 777135777;
Vila U Pekla (21128);776000300;
Wellness chata (5849);722900858;
U Cyrila (10903);725955471 | 774165474;
Rekreační dům Hluchavka II (6058);739373555;
Chata k pronájmu (1271);732187372;
Chata Pluskoveček (5003);777918855;
Cedrová roubenka na Lipně s kurtem a wellness (12032);;
Chalupa v klidném okolí Želivky (527);606166963;
Chalupa v Západných Tatrách (10549);+421910909541 | +421903522214;
Ubytování pod Dubem (2449);604367167;
Chata Edison (7427);+420554721170;
Tiny House Laura (10218);606600231;
Nová chaloupka (11854);737401305 | 776644837;
Chalupa na Kozí hůrce (1785);602224201;
Chata u Maca (17504);+421915227327;
Chalupa Kristýnka (14199);725647138;
Úžasný dům Krumlov (4816);723520154;
Chata Sova (7805);+421905701152;
Vila Svišťovka (18146);+421907836223 | +421907740568;
Chalupy Matyásková (19120);737482706;
Chalupa U Lípy (11847);776534487;
Chalupa u Bártů (569);;
Kounická pohádka (10522);739427116;
Chata Americana (9768);778758665 | 776476627;
Chata Šumperka (14116);733349933;
Pronájem rodinného domu (2425);777669728;
Chata Holly (19578);725318731;
Chata Lužnice (6289);777717614 | 728129504;
Chalupa pod Bukovou (554);604978206;
Maringotka Podnebesí (18568);+420792642998;
Chalupa U Šindelářů (13797);733714253;
Chata k pronájmu (1337);723178130;
Chata Zlatěnka (5878);733669199 | 725172041;
Chalupa Ryžoviště (9073);777597997 | 735799218;
Chalupa-statek Arkáda (9449);720292880;
Chata Hluchavka (4501);737003798;
Horská chata Bošáčky (13036);774970539;
Chata u Komorníka (10077);+420721266620 | +420602169809;
Chalupa Stará Škola (3923);604524860;
Chalupa Žofka (375);605848544;
Chata Lufťák (14311);602365820 | 777268307;
Chata U splavu pod Pustevnami (5640);571643422 | 606923875;
Chalupa Skála (11306);+420724417229;
Chalupa U Juráša (16509);734737616 | 733311297;
Chalupa U Josefů (12);602458326;
Chata k pronájmu (105);603150609;
Chalupa u kostela (1943);603914785 | 602181417;
Chalupa Pod kopcem (12438);775651439;
Jizera Cottage (18570);603898090;
Pod Buchlovem - Wellness & Sport​​ (19200);608887277;
Chalupa Studenec (5206);603996929;
Chalupa Majka (21786);731651581;
Chalupa pod Maliníkem (13796);603438430 | 604460227;
Chalupa k pronájmu (4406);777161635 | 722815539;
Pod Hukvaldskou oborou (2176);603848155;
Chalupa u Sýkorky (10804);607821173 | 721064756;
Babiččina chaloupka (10284);+420722783708;
Chata u Rybníka Poseidon (19909);728078807;
Chata Sněžník (69);608069117;
Chalupa u Hadrabů (15371);737730410;
Chata Viola (13967);+420601595515;
Chalupa Rubinka (19840);777693498;
Pension Ampra (8374);606120272 | 724631427;
Chata Lomná (8384);737286840 | 773133130;
Statek Žíšov u Veselí nad Lužnicí (21828);776292727 | 608214052;
Chalupa Míší (1891);724230246;
Chaty k pronájmu (15963);+420724254902;
Chata U Broučků (12993);777225969;
Rekreační dům Dony (13649);605796026;
Chalupa k pronájmu (12056);602145790 | 723594366;
Na Sedmnácte s vířivkou (13486);608455878;
Chalupa nad Martou (17958);739459033;
Chalupa k pronájmu (19430);+420722935121 | +420608338807;
Wellness vila pod Křížovkou (16117);777156443;
Roubenka u Lip (14188);603459614;
Chata Limba pod Kriváňom (15727);+421918474400;
Stupná Hoeve (9441);603314084;
Samota Ústí (347);735633946;
Rodinný dům s bazénem (4901);723760598;
Chalupa Pod třešní (15859);604530233;
Chalupa Chvalšovice (13714);725048789;
Chalupa nad Modravou (11102);608070130;
Apartmány u Jeřábků (15697);705124876;
Chalupa Pohoda (21684);723162938;
Chalupa Fičák (6335);604169075;
Family chalupa Mia (18342);731176649;
Apartmány Mirabelka (17073);774145350;
Chata pod Lysou (1476);602565333;
Chata Sedmikráska (18339);776149880;
Ubytování u Josefa (12964);722608588;
Chalupa Ferdinandov (6024);+420602410760 | 607790853;
Chalupa nad řekou (7034);777059589;
Dřevěnice v Brodské (12913);603164407;
Vagus Bouda / Fogo (16938);773445537 | 608456300;
Chalupa u prezidenta - Horní Bohdíkov (7799);724665457 | 607841736;
Na kovárně (3125);737050977 | 733425176;
Vinný sklep U kamenného stolu (16624);723423945 | 606444871;
Chata u Táboráků (16389);739636836;
Chata Júlia (6687);+421949240675;
Chata u přehrady (8131);603256781;
Penzion Dlouhý (16888);;
Bártů Dřevěnka (6023);605487715;
SPA SPA Roubenka Dušnice (15388);+420702045177 | +420607138095;
Krásná chatička (8890);725746110;
Krkonošská Chaloupka Srdcovka (1440);608135920 | 776870078;
Chalupa k pronájmu (3997);605250489;
Chata U Permoníka (3589);+420604866075 | +420797619516;
Chalupa Pod hradem (12922);606755445;
Domek na vinohradech (17825);602575856 | 776606870;
Rekreační dům (11786);773277392 | 724023786;
Chalupa U Jany (9520);724274603;
Mobilní dům Vyhlídka (1522);777048582;
Jesenická chalupa (2080);737324601;
Klidná chaloupka u lesa (10675);777132208 | 771171964;
Chata Lucka (18152);603242942 | 733327427;
Chata k pronájmu (9060);737685242 | 702193199;
Chalupa k pronájmu (7885);724345950;
Chalupa Jizerka (2929);+420773534210;
Chata Vyhlídka (15350);775725378;
Statek Horní Slatina (5410);602146254;
Challet 94 (5671);605285561;
Chalupa Adršpach za humny (6854);602441087 | 721990685;
Hájenka pod smrkem (19593);732158501;
Chata k pronájmu (2816);604703909;
Chalupa 118 (13512);606938210 | 774585951;
Chaloupka pod Bukovkou (7052);737522792;
Chalupa Sen (11170);775290963 | 704291460;
Chalupa U Vašíčků (3489);732434233;
Chata k pronájmu (18053);+420722941178;
Hausbot Slapy (12846);731345600;
Pošťácká chata (21952);724146252;
Adelčin přístav (17717);776299345;
Chalupa Rabštejn (18718);724530986;
Roubenka v Losinách (848);725890645;
Rideczech guesthouse (9518);721644818 | 721644843;
Srub Kristiánov (21438);777261326 | 777151622;
Maringotka v Rychlebských horách (7725);774819503;
Chata Pohoda u Davida (19237);+420604338420;
Chata Bystřice (2971);+420777223406 | +420608215181;
Chalupa Peťka (19457);734148179 | 737533442;
Chalupa pod Hradiskem S99 (21721);+420728824320;
****Chata Zlatý Dub (2282);721193121;
Chata k pronájmu (4433);+420732184984;
Chalupa Blaník (4416);603155215;
Hájovna U obory (15472);725064575;
Drevenice Živčáková (19135);+421905212095;
Mobilheim Natálka (5715);776494760;
Chata Silver Bear (7074);777424708;
Roprachtická chalupa (12844);776521461 | 774621330;
Chata Píšťanka (21348);774331871 | 731769343;
Chata Tatry (2447);+420777173603 | +420777596000;
U Lakomé Barky (7083);739210055 | 605586190;
Drevenica Verbena (10164);+421905331561 | +421907318214;
Chalupa Libějovice (2673);736181183 | 607989060;
Chalupa u Jerryho (21739);776560658;
Ubytování (5530);775971094;
Chata U Černého Berana (3397);602367804;
Chata na Povltavské stezce (13567);602822800 | 602401305;
Hamerská chalupa (19105);777228180 | 777328183;
Chalupa pod vysokou (10656);603384142 | 731177763;
Pronájem chalupy (13509);+421949113119 | +420604700865;
Volarská roubenka (5668);721451452 | 776449225;
Chalupa Kocanda Herálec pod Žákovou Horou (5207);737747272;
Kousek klidu Na Rybárně (19912);603875769 | 728101935;
Chalupa k pronájmu (7690);736764241;
Chata Labe (18642);777347442;
Chaloupka LaButka (17535);734847050;
Chalupa Stará Škola (15694);737242444 | 604213100;
Zenovna - Reset v Beskydech (19538);777878876 | 774878852;
Selské stavení Melchior Häusler (11166);604427264;
Chalupa Slavče (6685);777102484;
Chalupa Buchlovice (3984);603819549 | 603578142;
Posed GlamBee (21448);727979903 | 737365360;
Chalupa u Bartošu (10546);+421907838353;
Chalupa Veselí (2922);+420776683355;
Statek (16593);723727537;
Vinný sklep (6240);775140563;
Chatička (12720);725745347;
Stará škola v Jindřiši (18578);;
Moderní dům u pláže (5381);774665226;
Samota u Čížků (5566);723599540;
Chata Porta Bohemica (15158);724420059;
U Bertholda (12989);776031195;
Pronájem rekreačního domu (8584);733526886;
Šťastná Maringotka (10632);606409675 | 728430799;
Wellness chalupa U Pařezu (5733);775123621;
Chata Zelenka na Bobrovníku (7975);774608704;
Chalupa 101 (11138);724056650 | 605884362;
Rekreační dům (18360);734851133;
Domek Na Stráni (16443);777255086;
Chata Vera (21574);731444836;
Chata Daniela (18993);+421907511176;
Mezi Potoky (12987);733248039;
Roubenka U Malírny (22061);602696244;
Maringotka v Kokořínské přírodě (17961);603864284;
Mobilheimy Sedláčkovi (11986);+420605903124 | +420722963106;
Roubenky Pod Strání (17389);608446923;
Chalupa k pronájmu (7295);777038375;
Chalupa Rudíkovy (2274);730674680;
Chalupa Červenka (3742);777222758;
Chalupa Bendův dvůr (3707);606945489;
Chalupa Háj 109 (14492);606076490 | 724464317;
Chalupa k pronájmu (15709);773016565;
Rybovka – chaloupka u Nežárky (13918);604788881 | 603733947;
Chata Jana (16680);+420731492286;
Chalupa U kaple (2382);736481612;
Pronájem chalupy (6728);608701015;
Chalupa Rochlitz (13600);777689489 | 777669689;
Chata Ovesná u Nové Pece (15573);602281279 | 734395797;
Ubytování Ve Dvoře (11194);605726770 | 608069008;
Chata U Vyhlídky (4772);605151267;
Chalupa Sisi (3625);723582268;
Chata k pronájmu (2256);604357423;
Fara (11026);608713268 | 736718764;
Chata u řeky Lužnice (19115);608197355;
Chalupa Egon (4237);777723244;
Chata Libuška (21396);605565844;
Dům Jógy (11030);+420776839021 | +420778083901;
Chata Rozárka Maxov - Sloup v Čechách (137);777059886;
Chalupa Müller 228 (11367);608205200 | 608784725;
Chalupa EDEN (5513);606573229;
Chata Pod strání (4690);602581068;
Dřevěnice u vleku (3636);774589867 | 734553834;
Jelenia chata (21251);+421911111222 | +421911742170;
Oldřichov 125 (19157);731201110 | 602680083;
Chalupa Bečva (5006);602543535;
Pronájem domku (11211);+420606615453;
Chata VEVERKA (9482);725299742;
Chata pod Trolím vrchem (14915);736777069;
Chalupa Zolboch (10220);774240275;
Chalupa pod strání (1455);724251357;
U rybníka (2476);777333389;
Chata k pronájmu (14615);608724949;
Tři domky (13734);773577227 | 777701666;
Babiččina chalupa (4699);732222575;
Chalupa Meziluží 14 (2919);739447980 | 775177340;
Chalupa Pod Sedlem (7201);720204364;
Samostatný domek Srdcovka ❤️ (16732);774076239;
Horská chata Svatý Petr (14111);+420602623550;
Ubytování Na Jarošce (5273);721307075;
Chalupa Žofka (15607);723294400;
Chalupa Oddech (10990);602461656;
Nature Rezidence (21186);737563530;
Chalupa k pronájmu (10717);723513313;
Rybářská chata velká (11693);775973209;
Chalupa na Lípové (8390);608115266 | 608761940;
Chalupa U Dudáčků (17710);+420732733001 | +420737440560;
Wellness, Holiday Skalka (12886);+420605800236;
Chalupa u Antona (5585);724870222;
Mobilheim Sýček (8850);602737254;
Vodní domky (14849);777600568 | 777600947;
Ubytování Bauštel (15391);723579046 | 773148111;
Chata U chrta (9095);608856461;
Chata Beneš (4975);+420732811915 | +420724158064;
Stříbrný Dvůr (19739);731495872;
Pronájem chalupy (2028);603453211 | 731113842;
Chata Nový Zlatník (13947);;
Chalupa u Desné (18876);602574332;
Modrá chalupa (7855);608467901;
Wellness Vila Urban (4040);774978449;
Chalupa U Volaufů (4512);774906698;
Drevenica Medovka**** (15959);+421908538808;
Chatky Macháč (10267);721863305;
Chata Pluskačka (17584);603737748 | 608974378;
Mobilní dům Krajánek (21065);773251610 | 605003848;
Raisovka (603);723245828;
Rekreační areál Vlaštovčí (19635);732766304;
Pronájem chalupy (8089);733537405 | 737353757;
Chalupa Na Škole (1062);736770918;
Chata k pronájmu (8940);603499909;
Chata U Širokých (21582);777801635;
Chalupa na samotě u rybníka (10692);604969236;
Chalupa u Vichrů (1065);604914100;
Chalupa u Janka (14856);+420777306190 | +420737312846;
Chalupa U Kapličky (5976);736522501;
Chata v lese u Máchova jezera (8175);732483606;
Knížecí statek (6624);776205956;
Chata Pod Paluchem (12375);736110657;
Chachata (12188);+420608737868;
Chalupa k pronájmu (7405);733119335;
Chalupa Leškovka (8411);+420608011086 | +420774088088;
Roubenka Rozárka I (6155);608925250;
Chalupa Na Juřicově (7517);728171327;
Chalupa na Hoštákoch (16495);776672327;
Chalupa Dva (829);775111058;
Penzion Pod Lipou (14918);606124506;
Drevenička Rybička (19055);+421911198691;
Maringotka U Levandulky v Českém ráji (1605);725901697;
Výhledovka (9417);+420604203831;
Chata u potoka (17830);603264506;
Vojtěch Jestřáb - rodinné vinařství (15909);777680100;
Chalupa k pronájmu (15048);724294110;
Chalupa Novolosinka (16330);775304123;
Chata Jistec (14901);777271700;
Sjezdovka Bušín (19911);725747574 | 777594905;
Chata pri moste (15344);+421903896207 | +420608365014;
Chata u sjezdovky (21737);723608882;
Chata Amálka (9466);776688850;
Chalupa k pronájmu (8265);+420777999346 | 774040909;
Fořtovna (16892);+420602120085 | +420602776911;
Chata u Lipenského jezera (4445);608141954;
Na chaloupce (1439);724710077;
Vinný sklep Vendelín (16825);+420777033080;
Chata E66 - E67 - 68 (534);604533736 | 602372747;
Chata Lucy (5519);605110396;
Chata U Měděného Slunce (16748);603168291 | 608310953;
Pronájem chalupy Pertoltice pod Ralskem (4038);601376743 | 724854901;
Chata u Krkonoš (13701);605171706;
Chalupa Sýkorka (11108);607637040;
Wellness chalupa (18910);723451150;
GARAGE U BARBORY (4930);721461154;
Pronájem chaty (2049);723361078;
Apartmá Gister (127);732471670 | 777808703;
Apartmány - Rodinný dům (11719);+420773496174 | +420732849750;
Soví dům (21973);720825196 | 603869006;
Hájovna (5409);777967811;
Hájovna Metel (12242);721670199;
Chalupa k pronájmu (4561);436766338988;
Chata u Slapské přehrady (12901);603951243;
Chata pod Sokolím hřbetem 1 (4994);+420777147354 | 223002817;
JOSEFAC pro rodinu a přátelé (12938);731100023 | 603310177;
Chata Kletečná (13736);723246431;
Chalupa k pronájmu (370);776112032;
Chata Mlýnky u Potoka (1586);775480482;
Chalupa Ivuška (6146);608700878;
